time,EVT_TYPE,sym,tradePrice
02:19.3,MarketPrice,GCQ8,1302
02:19.3,MarketPrice,SIN8,16.925
02:19.3,MarketPrice,SIN8,16.925
02:19.3,MarketPrice,PLN8,905.4
02:19.9,MarketPrice,GCQ8,1302.1
02:20.0,MarketPrice,SIN8,16.925
02:21.0,MarketPrice,GCQ8,1302
02:21.0,MarketPrice,GCQ8,1302
02:21.0,MarketPrice,GCQ8,1302
02:21.7,MarketPrice,GCQ8,1302
02:21.7,MarketPrice,GCQ8,1302
02:21.7,MarketPrice,GCQ8,1302
02:22.7,MarketPrice,GCQ8,1302
02:22.8,MarketPrice,GCQ8,1302
02:22.9,MarketPrice,GCQ8,1302
02:22.9,MarketPrice,SIN8,16.925
02:24.4,MarketPrice,GCQ8,1302
02:24.4,MarketPrice,GCQ8,1302
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,GCQ8,1301.9
02:25.3,MarketPrice,PLN8,905.3
02:25.3,MarketPrice,GCQ8,1301.9
02:26.2,MarketPrice,GCQ8,1301.9
02:27.2,MarketPrice,GCQ8,1301.9
02:28.9,MarketPrice,PLN8,905.3
02:28.9,MarketPrice,GCQ8,1302
02:28.9,MarketPrice,SIN8,16.925
02:31.4,MarketPrice,GCQ8,1302
02:31.4,MarketPrice,GCQ8,1302
02:31.4,MarketPrice,GCQ8,1302
02:31.4,MarketPrice,SIN8,16.925
02:36.0,MarketPrice,GCQ8,1302
02:40.5,MarketPrice,SIN8,16.925
02:42.9,MarketPrice,PLN8,905.3
02:42.9,MarketPrice,GCQ8,1301.9
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:46.5,MarketPrice,GCQ8,1301.8
02:47.2,MarketPrice,GCQ8,1301.9
02:47.6,MarketPrice,PLN8,905.3
02:47.6,MarketPrice,PLN8,905.3
02:48.0,MarketPrice,GCQ8,1301.8
02:49.6,MarketPrice,PLN8,905.3
02:49.8,MarketPrice,GCQ8,1301.9
02:51.2,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,GCQ8,1301.9
02:53.8,MarketPrice,PLN8,905.4
02:53.9,MarketPrice,GCQ8,1302
02:53.9,MarketPrice,GCQ8,1302
02:53.9,MarketPrice,PLN8,905.5
02:54.0,MarketPrice,GCQ8,1302
02:55.6,MarketPrice,PLN8,905.4
02:55.6,MarketPrice,SIN8,16.925
03:00.4,MarketPrice,GCQ8,1301.9
03:00.9,MarketPrice,GCQ8,1302
03:01.1,MarketPrice,GCQ8,1302
03:01.2,MarketPrice,GCQ8,1302
03:01.2,MarketPrice,GCQ8,1302
03:01.2,MarketPrice,GCQ8,1302
03:01.2,MarketPrice,GCQ8,1302
03:01.2,MarketPrice,GCQ8,1302
03:03.9,MarketPrice,GCQ8,1302.1
03:03.9,MarketPrice,GCQ8,1302.1
03:04.5,MarketPrice,GCQ8,1302
03:04.5,MarketPrice,GCQ8,1302.1
03:04.6,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.2,MarketPrice,GCQ8,1302.1
03:05.3,MarketPrice,GCQ8,1302
03:05.8,MarketPrice,GCQ8,1302
03:05.9,MarketPrice,GCQ8,1302.1
03:07.0,MarketPrice,PLN8,905.5
03:07.9,MarketPrice,SIN8,16.93
03:07.9,MarketPrice,SIN8,16.93
03:07.9,MarketPrice,GCQ8,1302.2
03:07.9,MarketPrice,SIN8,16.93
03:07.9,MarketPrice,SIN8,16.93
03:09.5,MarketPrice,GCQ8,1302.2
03:09.6,MarketPrice,GCQ8,1302.2
03:11.2,MarketPrice,GCQ8,1302.2
03:11.3,MarketPrice,PLN8,905.5
03:12.7,MarketPrice,GCQ8,1302.2
03:14.7,MarketPrice,GCQ8,1302.2
03:14.7,MarketPrice,GCQ8,1302.2
03:14.7,MarketPrice,GCQ8,1302.2
03:14.7,MarketPrice,GCQ8,1302.2
03:14.7,MarketPrice,SIN8,16.93
03:15.6,MarketPrice,GCQ8,1302.2
03:16.1,MarketPrice,GCQ8,1302.2
03:16.2,MarketPrice,GCQ8,1302.2
03:16.5,MarketPrice,GCQ8,1302.2
03:16.7,MarketPrice,GCQ8,1302.2
03:19.5,MarketPrice,GCQ8,1302.2
03:20.3,MarketPrice,GCQ8,1302.1
03:20.3,MarketPrice,GCQ8,1302.1
03:20.3,MarketPrice,GCQ8,1302.1
03:20.3,MarketPrice,GCQ8,1302.1
03:20.3,MarketPrice,GCQ8,1302.1
03:20.6,MarketPrice,GCQ8,1302.1
03:20.6,MarketPrice,GCQ8,1302.1
03:20.7,MarketPrice,GCQ8,1302.1
03:20.8,MarketPrice,GCQ8,1302.1
03:21.4,MarketPrice,GCQ8,1302.1
03:22.1,MarketPrice,GCQ8,1302.1
03:22.1,MarketPrice,GCQ8,1302.1
03:23.3,MarketPrice,GCQ8,1302.1
03:23.8,MarketPrice,GCQ8,1302.1
03:25.0,MarketPrice,GCQ8,1302.2
03:28.0,MarketPrice,PLN8,905.4
03:28.0,MarketPrice,PLN8,905.3
03:28.0,MarketPrice,PLV8,910.1
03:28.0,MarketPrice,PLV8,910
03:30.2,MarketPrice,GCQ8,1302.1
03:30.2,MarketPrice,GCQ8,1302.2
03:34.4,MarketPrice,GCQ8,1302.2
03:36.2,MarketPrice,SIN8,16.925
03:37.7,MarketPrice,GCQ8,1302.1
03:37.9,MarketPrice,GCQ8,1302.1
03:44.4,MarketPrice,GCQ8,1302.2
03:44.5,MarketPrice,GCQ8,1302.1
03:50.6,MarketPrice,GCQ8,1302.2
03:51.2,MarketPrice,PLN8,905.4
03:52.5,MarketPrice,GCQ8,1302.1
03:54.0,MarketPrice,GCQ8,1302.1
03:54.9,MarketPrice,GCQ8,1302.1
03:55.9,MarketPrice,GCQ8,1302.1
03:59.2,MarketPrice,GCQ8,1302.1
04:00.1,MarketPrice,GCQ8,1302.1
04:03.0,MarketPrice,GCQ8,1302.1
04:03.0,MarketPrice,GCQ8,1302.1
04:03.2,MarketPrice,PLN8,905.5
04:03.8,MarketPrice,GCQ8,1302.1
04:03.8,MarketPrice,GCQ8,1302.1
04:07.7,MarketPrice,GCQ8,1302
04:08.3,MarketPrice,GCQ8,1302.1
04:09.1,MarketPrice,GCQ8,1302
04:09.1,MarketPrice,GCQ8,1302
04:09.1,MarketPrice,GCQ8,1302
04:09.1,MarketPrice,PLN8,905.3
04:09.1,MarketPrice,PLN8,905.3
04:09.1,MarketPrice,GCQ8,1302
04:09.1,MarketPrice,GCQ8,1302
04:09.1,MarketPrice,GCQ8,1302
04:09.1,MarketPrice,SIN8,16.925
04:09.1,MarketPrice,SIN8,16.925
04:09.1,MarketPrice,SIN8,16.925
04:09.1,MarketPrice,SIN8,16.925
04:09.1,MarketPrice,SIN8,16.925
04:11.1,MarketPrice,PLN8,905.4
04:12.9,MarketPrice,GCQ8,1302
04:12.9,MarketPrice,GCQ8,1302
04:12.9,MarketPrice,GCQ8,1302
04:12.9,MarketPrice,GCQ8,1302
04:13.1,MarketPrice,GCQ8,1301.9
04:13.1,MarketPrice,GCQ8,1301.9
04:13.1,MarketPrice,GCQ8,1301.9
04:13.1,MarketPrice,SIN8,16.925
04:13.1,MarketPrice,SIN8,16.925
04:13.1,MarketPrice,SIN8,16.925
04:13.4,MarketPrice,GCQ8,1301.9
04:13.5,MarketPrice,GCQ8,1301.9
04:16.8,MarketPrice,GCQ8,1301.9
04:17.5,MarketPrice,GCQ8,1301.9
04:17.5,MarketPrice,SIN8,16.925
04:17.5,MarketPrice,SIN8,16.925
04:17.5,MarketPrice,SIN8,16.925
04:17.5,MarketPrice,SIN8,16.925
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:17.6,MarketPrice,GCQ8,1302
04:19.1,MarketPrice,GCQ8,1302
04:21.1,MarketPrice,SIN8,16.925
04:21.1,MarketPrice,SIN8,16.925
04:21.1,MarketPrice,SIN8,16.925
04:21.1,MarketPrice,PLN8,905.4
04:21.4,MarketPrice,GCQ8,1301.9
04:22.3,MarketPrice,GCQ8,1301.9
04:22.3,MarketPrice,GCQ8,1301.9
04:23.6,MarketPrice,GCQ8,1302
04:24.6,MarketPrice,GCQ8,1301.9
04:24.6,MarketPrice,GCQ8,1301.8
04:25.6,MarketPrice,GCQ8,1301.8
04:27.2,MarketPrice,PAU8,1014.5
04:28.7,MarketPrice,GCQ8,1301.8
04:28.7,MarketPrice,GCQ8,1301.8
04:28.7,MarketPrice,GCQ8,1301.8
04:28.8,MarketPrice,GCQ8,1301.9
04:30.0,MarketPrice,GCQ8,1301.8
04:31.5,MarketPrice,GCQ8,1301.7
04:31.5,MarketPrice,GCQ8,1301.7
04:31.5,MarketPrice,SIN8,16.92
04:31.5,MarketPrice,GCQ8,1301.7
04:31.5,MarketPrice,GCQ8,1301.7
04:31.5,MarketPrice,GCQ8,1301.7
