time,EVT_TYPE,sym,tradePrice
10:00.7,MarketPrice,GCQ8,1250.1
10:00.9,MarketPrice,GCQ8,1250.1
10:00.9,MarketPrice,GCQ8,1250.1
10:00.9,MarketPrice,GCQ8,1250.1
10:01.0,MarketPrice,GCQ8,1250.2
10:01.0,MarketPrice,GCQ8,1250.1
10:04.5,MarketPrice,SIU8,16.055
10:09.7,MarketPrice,GCQ8,1250.2
10:09.7,MarketPrice,GCQ8,1250.2
10:09.9,MarketPrice,SIU8,16.06
10:11.4,MarketPrice,GCQ8,1250.2
10:12.0,MarketPrice,GCQ8,1250.3
10:12.2,MarketPrice,GCQ8,1250.3
10:13.4,MarketPrice,GCQ8,1250.3
10:13.5,MarketPrice,GCQ8,1250.3
10:13.5,MarketPrice,GCQ8,1250.3
10:14.8,MarketPrice,GCQ8,1250.3
10:15.2,MarketPrice,GCQ8,1250.3
10:15.2,MarketPrice,GCQ8,1250.3
10:15.2,MarketPrice,GCQ8,1250.3
10:15.4,MarketPrice,GCQ8,1250.3
10:17.9,MarketPrice,GCQ8,1250.3
10:21.1,MarketPrice,GCQ8,1250.3
10:21.1,MarketPrice,GCQ8,1250.3
10:21.1,MarketPrice,GCQ8,1250.3
10:21.1,MarketPrice,GCQ8,1250.3
10:21.3,MarketPrice,GCQ8,1250.3
10:21.5,MarketPrice,GCQ8,1250.3
10:25.0,MarketPrice,GCQ8,1250.3
10:26.6,MarketPrice,GCQ8,1250.2
10:30.3,MarketPrice,GCQ8,1250.2
10:35.9,MarketPrice,GCQ8,1250.3
10:35.9,MarketPrice,GCQ8,1250.4
10:36.1,MarketPrice,GCQ8,1250.4
10:37.7,MarketPrice,GCQ8,1250.3
10:47.8,MarketPrice,GCQ8,1250.4
10:47.8,MarketPrice,GCQ8,1250.3
10:47.8,MarketPrice,GCQ8,1250.3
10:47.8,MarketPrice,GCQ8,1250.3
10:47.8,MarketPrice,GCQ8,1250.3
10:47.8,MarketPrice,GCQ8,1250.3
10:48.0,MarketPrice,GCQ8,1250.2
10:52.2,MarketPrice,SIU8,16.06
10:58.7,MarketPrice,GCQ8,1250.2
10:58.7,MarketPrice,SIU8,16.06
10:58.7,MarketPrice,SIU8,16.06
10:58.9,MarketPrice,GCQ8,1250.1
11:00.2,MarketPrice,GCQ8,1250.2
11:00.2,MarketPrice,SIU8,16.06
11:00.2,MarketPrice,SIU8,16.06
11:00.2,MarketPrice,SIU8,16.06
11:00.2,MarketPrice,SIU8,16.06
11:00.2,MarketPrice,SIU8,16.06
11:00.2,MarketPrice,GCQ8,1250.2
11:00.4,MarketPrice,GCQ8,1250.2
11:15.5,MarketPrice,GCQ8,1250.2
11:15.8,MarketPrice,GCQ8,1250.2
11:21.1,MarketPrice,GCQ8,1250.2
11:21.1,MarketPrice,GCQ8,1250.2
11:22.9,MarketPrice,GCQ8,1250.2
11:27.2,MarketPrice,GCQ8,1250.1
11:27.2,MarketPrice,GCQ8,1250.1
11:27.2,MarketPrice,SIU8,16.06
11:27.2,MarketPrice,SIU8,16.06
11:29.2,MarketPrice,GCQ8,1250.1
11:29.2,MarketPrice,GCQ8,1250.1
11:29.3,MarketPrice,SIU8,16.06
11:34.0,MarketPrice,SIU8,16.055
11:35.8,MarketPrice,SIU8,16.055
11:36.5,MarketPrice,GCQ8,1250.1
11:36.9,MarketPrice,GCQ8,1250.2
11:36.9,MarketPrice,GCQ8,1250.2
11:36.9,MarketPrice,GCQ8,1250.2
11:36.9,MarketPrice,GCQ8,1250.2
11:37.1,MarketPrice,SIU8,16.06
11:37.1,MarketPrice,SIU8,16.06
11:37.1,MarketPrice,GCQ8,1250.2
11:37.2,MarketPrice,SIU8,16.06
11:37.2,MarketPrice,SIU8,16.06
11:37.2,MarketPrice,SIU8,16.06
11:37.2,MarketPrice,GCQ8,1250.2
11:37.2,MarketPrice,GCQ8,1250.2
11:41.4,MarketPrice,GCQ8,1250.2
11:41.4,MarketPrice,GCQ8,1250.2
11:41.4,MarketPrice,GCQ8,1250.2
11:41.4,MarketPrice,SIU8,16.06
11:41.4,MarketPrice,GCQ8,1250.2
11:41.4,MarketPrice,GCQ8,1250.2
11:41.4,MarketPrice,GCQ8,1250.2
11:41.7,MarketPrice,SIU8,16.06
11:41.7,MarketPrice,SIU8,16.06
11:41.7,MarketPrice,GCQ8,1250.2
11:41.7,MarketPrice,GCQ8,1250.2
11:41.9,MarketPrice,SIU8,16.06
11:43.0,MarketPrice,GCQ8,1250.2
11:43.0,MarketPrice,SIU8,16.06
11:43.0,MarketPrice,SIU8,16.06
11:43.0,MarketPrice,SIU8,16.06
11:53.3,MarketPrice,GCQ8,1250.3
11:53.3,MarketPrice,GCQ8,1250.3
11:53.5,MarketPrice,GCQ8,1250.3
11:53.5,MarketPrice,GCQ8,1250.3
11:53.7,MarketPrice,GCQ8,1250.3
11:54.1,MarketPrice,GCQ8,1250.2
